iter	RMSE
158	1073.125876
159	1067.696466
160	1060.426253
161	1053.108574
162	1047.659255
163	1040.505543
164	1033.062959
165	1026.055492
166	1019.099452
167	1013.402481
168	1005.594406
169	1000.40592
170	993.6295183
171	988.5020405
172	983.4175421
173	976.5901975
174	969.8231168
175	963.1325185
176	957.5190404
177	949.2299287
178	943.6492793
179	938.8435745
180	934.1508444
181	926.4119184
182	919.2950115
183	912.8278549
184	908.2076482
185	902.0924283
186	897.510111
187	892.9571228
188	886.8367969
189	882.2832193
190	875.2267517
191	870.7348122
192	866.3650887
193	860.5617807
194	854.0592761
195	849.7219408
196	845.4913039
197	839.7642766
198	834.1363822
199	827.8023203
200	821.5538906
201	815.7844343
202	811.6908432
203	806.0289501
204	798.9502429
205	792.9313253
206	786.6844262
207	782.7024774
208	778.8167029
209	774.9074326
210	771.0290337
211	767.1470199
212	763.3050292
213	759.475308
214	754.4006555
215	749.2292843
216	742.6136268
217	738.8853822
218	733.3157646
219	727.6931867
220	722.1824959
221	718.5506513
222	714.9482374
223	709.4432049
224	705.8821548
225	702.3386424
226	698.8132537
227	693.5587812
228	688.2619967
229	684.8010195
230	681.3897299
231	676.1821457
232	672.7090047
233	667.6390577
234	662.5350466
235	657.4873323
236	652.4714358
237	646.7121733
238	641.8337016
239	636.9874983
240	632.2170529
241	629.018308
242	625.8671152
243	621.093239
244	617.3814213
245	612.6823608
246	609.6156982
247	606.5655338
248	603.5208782
249	600.4935276
250	595.9254862
251	592.9450191
252	589.9636334
253	587.002311
254	583.9926029
255	579.5498438
256	576.6425786
257	573.7580594
258	570.8800441
259	566.5501531
260	563.6384607
261	559.4251426
262	556.6192705
263	553.8205233
264	551.0406212
265	548.2769407
266	545.5272382
267	541.4232382
268	537.3155543
269	534.6290761
270	531.941106
271	529.2710276
272	525.3024186
273	522.6038683
274	519.9832098
275	516.0496752
276	513.4629779
277	510.8321681
278	508.2764048
279	505.720863
280	501.8977966
281	499.3737435
282	496.867137
283	494.3690824
284	490.6267111
285	488.1669479
286	484.4655348
287	482.0419851
288	478.4283299
289	476.0231785
290	473.62898
291	471.2545781
292	468.8891158
293	466.5355269
294	464.1393244
295	461.8049283
296	459.4887661
297	457.1292003
298	453.6747099
299	451.3377504
300	449.051092
301	446.7939518
302	444.5545301
303	442.3283401
304	440.1080731
305	437.8959371
306	435.6949603
307	433.5171708
308	430.2491916
309	428.0989782
310	425.9472318
311	423.8063406
312	421.6865457
313	419.5733759
314	417.4690644
315	415.3722989
316	413.2925819
317	411.2140476
318	409.1525172
319	407.1022948
320	405.0561712
321	403.0265798
322	401.0072471
323	398.9968467
324	396.9940821
325	395.0000767
326	393.0226013
327	391.0515414
328	389.0886582
329	387.1356277
330	385.1960559
331	383.2662882
332	381.3462749
333	379.4359667
334	377.5353145
335	375.6378786
336	373.7563511
337	371.876593
338	370.0076837
339	368.1521074
340	366.3081821
341	364.4735764
342	362.6441013
343	360.8238092
344	359.0180567
345	357.2176623
346	355.4224477
347	353.6425426
348	351.8739323
349	350.1118931
350	348.3587599
351	346.6118659
352	344.8706421
353	343.1438312
354	341.4194096
355	339.7056549
356	338.0021608
357	336.3098491
358	334.6234157
359	332.9454559
360	331.2759272
361	329.6185554
362	327.9606691
363	326.3125556
364	324.6762811
365	323.0482284
366	321.4283562
367	319.8149466
368	318.2077488
369	316.6086605
370	315.0194434
371	313.4424561
372	311.8691317
373	310.3019401
374	308.7459612
375	307.1978007
376	305.6540809
377	304.1214232
378	302.5964669
379	301.0791732
380	299.5661812
381	298.0640813
382	296.5679487
383	295.0776405
384	293.5964983
385	292.1211526
386	290.6563666
387	289.197417
388	287.7457906
389	286.3029594
390	284.8658617
391	283.4374866
392	282.0188327
393	280.6016563
394	279.1916304
395	277.788719
396	276.3943586
397	275.0084413
398	273.6280364
399	272.2545605
400	270.8865198
401	269.526805
402	268.1724989
403	266.8277917
404	265.4884496
405	264.1558304
406	262.8299002
407	261.5106256
408	260.197973
409	258.8932667
410	257.5951167
411	256.30349
412	255.0183539
413	253.7369015
414	252.4619147
415	251.1946822
416	249.9351467
417	248.6819406
418	247.4336816
419	246.1916882
420	244.9546115
421	243.7250619
422	242.5029931
423	241.2870655
424	240.0772483
425	238.8735109
426	237.6731749
427	236.4814908
428	235.294472
429	234.1147282
430	232.9409132
431	231.7703705
432	230.6069992
433	229.450771
434	228.2990428
435	227.1530958
436	226.011647
437	224.8771816
438	223.7484106
439	222.6253055
440	221.5078378
441	220.3959792
442	219.2909471
443	218.1890151
444	217.0938153
445	216.0053393
446	214.9211005
447	213.8423041
448	212.7689227
449	211.7009291
450	210.6395047
451	209.5834147
452	208.5314108
453	207.4846874
454	206.443218
455	205.4069763
456	204.375936
457	203.350071
458	202.3305405
459	201.3149423
460	200.304442
461	199.2990139
462	198.2998062
463	197.3044403
464	196.3152447
465	195.3298404
466	194.3505567
467	193.3750141
468	192.4043682
469	191.4385945
470	190.4776685
471	189.5215659
472	188.5702624
473	187.623734
474	186.6819566
475	185.7449066
476	184.8136885
477	183.8860162
478	182.9630003
479	182.0457407
480	181.1319621
481	180.2227702
482	179.3192599
483	178.4191669
484	177.5235919
485	176.6325122
486	175.7459053
487	174.8637488
488	173.9860202
489	173.1126974
490	172.2437582
491	171.3802601
492	170.5200169
493	169.6640917
494	168.8124628
495	167.9661776
496	167.1230714
497	166.2852664
498	165.4505976
499	164.6201183
500	163.7938076
501	162.9727035
502	162.154662
503	161.3407267
504	160.5319308
505	159.7261408
506	158.9243954
507	158.1266744
508	157.3329576
509	156.5432248
510	155.7574561
511	154.9766595
512	154.1987542
513	153.4247535
514	152.654638
515	151.8883881
516	151.1269971
517	150.3694333
518	149.614654
519	148.8646817
520	148.1174554
521	147.3739799
522	146.6342362
523	145.8982056
524	145.1658696
525	144.4372095
526	143.712207
527	142.9908436
528	142.273101
529	141.5589612
530	140.848406
531	140.1414175
532	139.4379776
533	138.7380687
534	138.041673
535	137.3497222
536	136.6612497
537	135.9752786
538	135.2927507
539	134.6136487
540	133.9389006
541	133.2675445
542	132.598608
543	131.9330293
544	131.2707915
545	130.6118778
546	129.9572075
547	129.3048874
548	128.6558415
549	128.0100535
550	127.368434
551	126.7291081
552	126.0929914
553	125.4609901
554	124.8312387
555	124.2046483
556	123.5812031
557	122.9608872
558	122.3436851
559	121.729581
560	121.1185593
561	120.5115
562	119.9065925
563	119.3047214
564	118.7058714
565	118.1100272
566	117.518056
567	116.9290608
568	116.3421354
569	115.7590429
570	115.178882
571	114.6007416
572	114.0255032
573	113.4531522
574	112.8836741
575	112.3170545
576	111.753279
577	111.1923335
578	110.6350688
579	110.079736
580	109.5271908
581	108.9774191
582	108.4304069
583	107.8861405
584	107.3454542
585	106.8066337
586	106.2705178
587	105.7370929
588	105.2071854
589	104.679098
590	104.1545012
591	103.6325421
592	103.1123585
593	102.5956306
594	102.0815008
595	101.5691027
596	101.0592766
597	100.5520096
598	100.0472888
599	99.54510141
600	99.04543478
601	98.54827623
602	98.05443702
603	97.56308094
604	97.07336306
605	96.58610333
606	96.10128939
607	95.61972899
608	95.14059006
609	94.66303187
610	94.18787079
611	93.71509478
612	93.24550805
613	92.77746223
614	92.31176577
615	91.84840687
616	91.38737379
617	90.92865488
618	90.47303855
619	90.01890914
620	89.56705923
621	89.11747739
622	88.67094439
623	88.22665688
624	87.78460362
625	87.34396881
626	86.90554577
627	86.46932339
628	86.03529062
629	85.60343649
630	85.17375005
631	84.74622042
632	84.32083677
633	83.89758834
634	83.4764644
635	83.05745429
636	82.64054741
637	82.22573318
638	81.81375477
639	81.40384821
640	80.9952416
641	80.58944368
642	80.18568659
643	79.78319454
644	79.38348453
645	78.98501914
646	78.58855384
647	78.1940786
648	77.80158343
649	77.41105839
650	77.02249359
651	76.63587919
652	76.2512054
653	75.86846248
654	75.48764074
655	75.10945864
656	74.73244671
657	74.3573272
658	73.98409061
659	73.61272747
660	73.24322839
661	72.87558401
662	72.50913489
663	72.14517529
664	71.78304259
665	71.42272761
666	71.06422124
667	70.70751438
668	70.35328179
669	70.0001435
670	69.64877778
671	69.29917575
672	68.95071215
673	68.60461405
674	68.2602532
675	67.91762086
676	67.57736687
677	67.23756297
678	66.90006403
679	66.56367255
680	66.2295562
681	65.89711694
682	65.56698206
683	65.23786859
684	64.91040712
685	64.58458934
686	64.26040699
687	63.93729007
688	63.61635685
689	63.29703455
690	62.97931509
691	62.66319042
692	62.34811093
693	62.0351546
694	61.72376914
695	61.41453907
696	61.10626879
697	60.79954588
698	60.49383861
699	60.19018979
700	59.88755241
701	59.58694684
702	59.28785017
703	58.99025481
704	58.69415323
705	58.39953793
706	58.10640145
707	57.81473638
708	57.52453531
709	57.23579091
710	56.94904231
711	56.6631866
712	56.37876574
713	56.09529368
714	55.81325247
715	55.53309786
716	55.25434948
717	54.97700027
718	54.70104322
719	54.42647134
720	54.15327767
721	53.88196959
722	53.61150905
723	53.34240608
724	53.07420742
725	52.80780144
726	52.54273268
727	52.27899444
728	52.01658003
729	51.75548281
730	51.49569617
731	51.23721353
732	50.98002834
733	50.72413409
734	50.4695243
735	50.21619253
736	49.96413236
737	49.7133374
738	49.46380131
739	49.21551776
740	48.96848047
741	48.72268319
742	48.47811968
743	48.23478377
744	47.99312849
745	47.75222699
746	47.51253469
747	47.27404552
748	47.03675346
749	46.80025994
750	46.56496009
751	46.33084786
752	46.09829017
753	45.86689981
754	45.63710182
755	45.40765563
756	45.18015954
757	44.95337773
758	44.72737011
759	44.50286108
760	44.27947898
761	44.05721813
762	43.83607293
763	43.61603777
764	43.39675804
765	43.17892802
766	42.96219139
767	42.74694504
768	42.53237675
769	42.31888549
770	42.10646585
771	41.89477648
772	41.68448566
773	41.47492187
774	41.2667385
775	41.05960011
776	40.85350145
777	40.64881778
778	40.44446163
779	40.2411368
780	40.03914641
781	39.83816992
782	39.63820223
783	39.43923828
784	39.24127303
785	39.04430146
786	38.84831859
787	38.65367919
788	38.45965705
789	38.26631123
790	38.07423348
791	37.88311987
792	37.69331717
793	37.50411557
794	37.31586366
795	37.12855669
796	36.9421899
797	36.75647357
798	36.57197446
799	36.38812284
800	36.20547266
801	36.0240734
802	35.84325057
803	35.66333537
804	35.48432326
805	35.30620971
806	35.12872202
807	34.95239341
808	34.77694987
809	34.60238697
810	34.42870029
811	34.25562728
812	34.08368116
813	33.91291081
814	33.74268495
815	33.57331355
816	33.4045413
817	33.23686721
818	33.07003475
819	32.90379568
820	32.73863508
821	32.57460206
822	32.41085417
823	32.24793256
824	32.08635636
825	31.92529889
826	31.76481873
827	31.60537523
828	31.44673205
829	31.28888518
830	31.13183062
831	30.9755644
832	30.82008256
833	30.66538116
834	30.51145628
835	30.3585812
836	30.20597715
837	30.05414313
838	29.90328636
839	29.75318681
840	29.6038407
841	29.45524422
842	29.30739362
843	29.16028516
844	29.01391511
845	28.86827977
846	28.72337544
847	28.57945779
848	28.4360032
849	28.29326869
850	28.15104971
851	28.00954833
852	27.8689544
853	27.72906619
854	27.58988014
855	27.45139274
856	27.31360048
857	27.17649986
858	27.04008742
859	26.9043597
860	26.76931327
861	26.63494471
862	26.5012506
863	26.36822758
864	26.23587226
865	26.1041813
866	25.97315137
867	25.84277914
868	25.71306131
869	25.5842253
870	25.45580529
871	25.32802987
872	25.20089583
873	25.07422392
874	24.94836386
875	24.82335988
876	24.69875902
877	24.5747836
878	24.45143048
879	24.32869653
880	24.20657864
881	24.08507372
882	23.96417869
883	23.8438905
884	23.72420609
885	23.60512244
886	23.48647214
887	23.3684205
888	23.2513315
889	23.13462145
890	23.01833879
891	22.90264283
892	22.78768301
893	22.67330024
894	22.55949161
895	22.44645452
896	22.33378454
897	22.22168011
898	22.11013839
899	21.99900771
900	21.88858369
901	21.77856869
902	21.66925117
903	21.56048236
904	21.45244968
905	21.34476911
906	21.23762904
907	21.13102677
908	21.02495958
909	20.91928568
910	20.81428133
911	20.70980405
912	20.60585119
913	20.50242012
914	20.39950822
915	20.29711289
916	20.19523154
917	20.09386157
918	19.99300044
919	19.89282227
920	19.79297025
921	19.69361944
922	19.59476732
923	19.49641139
924	19.39854915
925	19.30117814
926	19.20429587
927	19.10789991
928	19.01198781
929	18.91655714
930	18.82160548
931	18.72700626
932	18.63300606
933	18.53935654
934	18.44629824
935	18.353869
936	18.26174176
937	18.17007695
938	18.07887225
939	17.98800815
940	17.89771735
941	17.80776545
942	17.71853467
943	17.62959648
944	17.54099246
945	17.45294545
946	17.36534039
947	17.27817507
948	17.19144727
949	17.1051548
950	17.01929548
951	16.93386713
952	16.84886758
953	16.76429469
954	16.68014632
955	16.59642032
956	16.51311459
957	16.43022701
958	16.34775549
959	16.26569793
960	16.18405226
961	16.10295784
962	16.0220268
963	15.94160424
964	15.86158536
965	15.78186893
966	15.70278882
967	15.62396867
968	15.54544674
969	15.46741637
970	15.38977767
971	15.31252868
972	15.23557343
973	15.15909847
974	15.08300737
975	15.00729822
976	14.93196909
977	14.85714677
978	14.78257132
979	14.70827971
980	14.63457853
981	14.56112026
982	14.48803072
983	14.41530805
984	14.34295041
985	14.27095597
986	14.19932291
987	14.12796274
988	14.05704743
989	13.98648808
990	13.91628291
991	13.84643012
992	13.77692797
993	13.70777468
994	13.63896851
995	13.57042575
996	13.502309
997	13.43453416
998	13.36721473
999	13.300118
